data_entrada_brasil;data_cadastro;dif_dtcad_dtingr_meses;sexo;fx_etaria;pais_origem;distrito_moradia;regiao;condicoes_moradia;cidade_ingresso;cor_raca;escolaridade;situacao_migratoria;fonte_renda;sabendo_crai;demanda_1
04/09/2016;08/08/2018;23;Masculino;0 a 11 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
04/09/2016;08/08/2018;23;Feminino;0 a 11 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino fundamental completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
11/12/2015;08/08/2018;31;Feminino;18 a 29 anos;Angola;São Mateus;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Visto permanente;Benefícios sociais (BPC, Bolsa família, Auxílio aluguel);Instituições ou organizações;Demandas diversas
11/04/2016;08/08/2018;27;Feminino;30 a 39 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Outros;Regularização migratória
30/07/2018;08/08/2018;0;Masculino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Rio Branco;Preta;Ensino superior completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
01/08/2014;08/08/2018;48;Feminino;18 a 29 anos;Angola;Brás;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Orientação jurídica
10/07/2018;09/08/2018;0;Feminino;18 a 29 anos;Angola;Guaianases;leste;Casa de parente ou amigo;Rio de Janeiro;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
08/02/2001;09/08/2018;210;Feminino;18 a 29 anos;Angola;Bela Vista;centro;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino superior completo;Visto permanente;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Regularização migratória
28/01/2016;10/08/2018;30;Feminino;50 a 59 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
13/09/2015;10/08/2018;34;Masculino;30 a 39 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino superior incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
10/08/2018;13/08/2018;0;Feminino;30 a 39 anos;Angola;Tatuapé;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
12/08/2018;14/08/2018;0;Feminino;40 a 49 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
14/08/2018;15/08/2018;0;Masculino;30 a 39 anos;Angola;Outro Município;Outro Município;Em situação de rua;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
24/08/2016;15/08/2018;23;Masculino;18 a 29 anos;Angola;Ipiranga;sul;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Documentos
27/02/2017;16/08/2018;17;Masculino;18 a 29 anos;Angola;Bela Vista;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
14/03/2016;17/08/2018;29;Feminino;18 a 29 anos;Angola;Santana;norte;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Visto permanente;Trabalhador informal ou ambulante;Serviço público;Regularização migratória
16/05/2017;17/08/2018;15;Masculino;30 a 39 anos;Angola;Santana;norte;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
11/08/2018;17/08/2018;0;Masculino;40 a 49 anos;Angola;Sé;centro;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
04/04/2015;20/08/2018;40;Feminino;40 a 49 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
27/07/2016;20/08/2018;24;Feminino;18 a 29 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
08/08/2018;20/08/2018;0;Feminino;30 a 39 anos;Angola;Bela Vista;centro;Centro de Acolhida;Rio Branco;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
18/08/2018;22/08/2018;0;Feminino;18 a 29 anos;Angola;Itaquera;leste;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
19/08/2018;22/08/2018;0;Masculino;40 a 49 anos;Angola;Ipiranga;sul;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
31/05/2015;22/08/2018;38;Feminino;30 a 39 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
21/08/2018;23/08/2018;0;Feminino;0 a 11 anos;Angola;Ipiranga;sul;Casa de parente ou amigo;Guarulhos;Preta;Não frequentou escola;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
21/08/2018;23/08/2018;0;Masculino;0 a 11 anos;Angola;Ipiranga;sul;Casa de parente ou amigo;Guarulhos;Preta;Não frequentou escola;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
19/09/2017;23/08/2018;11;Feminino;18 a 29 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
21/12/2015;23/08/2018;32;Feminino;40 a 49 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
12/08/2018;23/08/2018;0;Feminino;40 a 49 anos;Angola;Outro Município;Outro Município;Outros;Brasiléia;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Vaga em Centro de Acolhida
05/09/2016;24/08/2018;23;Masculino;30 a 39 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador informal ou ambulante;Amigos ou parentes;Documentos
02/12/2015;27/08/2018;32;Masculino;18 a 29 anos;Angola;Butantã;oeste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
23/07/2016;29/08/2018;25;Feminino;18 a 29 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
26/08/2018;29/08/2018;0;Masculino;18 a 29 anos;Angola;Tatuapé;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
01/04/2016;29/08/2018;28;Feminino;40 a 49 anos;Angola;Penha;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Instituições ou organizações;Documentos
26/03/2016;29/08/2018;29;Masculino;30 a 39 anos;Angola;Penha;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Serviço público;Regularização migratória
26/08/2018;29/08/2018;0;Masculino;18 a 29 anos;Angola;Artur Alvim;leste ;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
03/10/2017;29/08/2018;10;Masculino;18 a 29 anos;Angola;Moóca;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino superior incompleto;Solicitante de refúgio;Desempregado;Outros;Vaga em Centro de Acolhida
01/04/2016;29/08/2018;28;Masculino;40 a 49 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Visto permanente;Não respondeu;Amigos ou parentes;Regularização migratória
27/08/2018;30/08/2018;0;Feminino;30 a 39 anos;Angola;Artur Alvim;leste ;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
24/09/2016;31/08/2018;23;Masculino;30 a 39 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
04/04/2016;31/08/2018;28;Feminino;30 a 39 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
10/03/2014;03/09/2018;53;Feminino;18 a 29 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
08/10/2016;04/09/2018;22;Masculino;30 a 39 anos;Angola;Parelheiros;sul;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Outros;Regularização migratória
14/05/2015;04/09/2018;39;Feminino;30 a 39 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Documentos
30/01/2017;04/09/2018;19;Masculino;40 a 49 anos;Angola;Liberdade;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
02/09/2018;05/09/2018;0;Masculino;18 a 29 anos;Angola;Santana;norte;Ocupação;Guarulhos;Preta;Ensino médio incompleto;Visto de turismo;Desempregado;Serviço público;Regularização migratória
05/02/2015;05/09/2018;43;Masculino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
08/04/2017;05/09/2018;16;Masculino;18 a 29 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Visto permanente;Desempregado;Outros;Regularização migratória
30/06/2016;06/09/2018;26;Masculino;18 a 29 anos;Angola;Itaquera;leste;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
08/04/2015;06/09/2018;40;Feminino;0 a 11 anos;Angola;José Bonifácio;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
27/04/2015;10/09/2018;40;Feminino;30 a 39 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Branca;Ensino médio completo;Visto permanente;Trabalhador CLT;Outros;Regularização migratória
04/06/2015;10/09/2018;39;Masculino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
21/05/2017;10/09/2018;15;Feminino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
27/04/2016;10/09/2018;28;Masculino;18 a 29 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Demandas diversas
09/03/2016;10/09/2018;30;Feminino;0 a 11 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
09/03/2016;10/09/2018;30;Feminino;0 a 11 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Visto permanente;Desempregado;Serviço público;Regularização migratória
07/11/2017;11/09/2018;10;Feminino;18 a 29 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Outros;Regularização migratória
09/01/2016;11/09/2018;32;Feminino;30 a 39 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
02/05/2016;11/09/2018;28;Feminino;30 a 39 anos;Angola;Penha;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
16/11/2017;12/09/2018;9;Feminino;30 a 39 anos;Angola;Penha;leste;Outros;Guarulhos;Preta;Ensino médio incompleto;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
26/11/2017;12/09/2018;9;Feminino;30 a 39 anos;Angola;Penha;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
09/09/2015;12/09/2018;36;Masculino;30 a 39 anos;Angola;Vila Maria;norte;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
20/01/1993;12/09/2018;307;Masculino;50 a 59 anos;Angola;Outro Município;Outro Município;Casa de parente ou amigo;Não informado;Preta;Ensino médio completo;Refugiado;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
31/10/2017;13/09/2018;10;Feminino;18 a 29 anos;Angola;Cangaíba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
01/01/2002;13/09/2018;200;Feminino;30 a 39 anos;Angola;Itaim Paulista;leste;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
22/02/2002;13/09/2018;198;Masculino;30 a 39 anos;Angola;Itaim Paulista;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
22/01/2016;13/09/2018;31;Masculino;30 a 39 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
15/11/2016;13/09/2018;21;Masculino;30 a 39 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Outros;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
09/03/2016;14/09/2018;30;Masculino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
04/07/2016;14/09/2018;26;Masculino;40 a 49 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
09/03/2016;17/09/2018;30;Masculino;40 a 49 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Visto permanente;Benefícios sociais (BPC, Bolsa família, Auxílio aluguel);Amigos ou parentes;Serviços de assistência social
09/03/2016;17/09/2018;30;Feminino;18 a 29 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
03/05/2014;19/09/2018;52;Feminino;30 a 39 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
23/01/2016;24/09/2018;32;Feminino;18 a 29 anos;Angola;Belém;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
16/01/2017;24/09/2018;20;Masculino;30 a 39 anos;Angola;Cangaíba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Outros;Regularização migratória
26/10/2016;24/09/2018;22;Feminino;30 a 39 anos;Angola;Guaianases;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
22/01/2018;26/09/2018;8;Feminino;30 a 39 anos;Angola;Penha;leste;Centro de Acolhida;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Serviço público;Regularização migratória
14/09/2017;26/09/2018;12;Feminino;30 a 39 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
21/05/2018;27/09/2018;4;Feminino;18 a 29 anos;Angola;Pari;leste;Centro de Acolhida;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Demandas diversas
12/07/2015;27/09/2018;38;Masculino;30 a 39 anos;Angola;Itaquera;leste;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
21/11/2017;27/09/2018;10;Masculino;30 a 39 anos;Angola;Pari;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Demandas diversas
01/02/2016;28/09/2018;31;Feminino;18 a 29 anos;Angola;Bela Vista;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino superior incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
27/02/2016;01/10/2018;31;Feminino;30 a 39 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
24/01/2017;01/10/2018;20;Feminino;30 a 39 anos;Angola;Liberdade;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
06/07/2017;01/10/2018;14;Masculino;30 a 39 anos;Angola;Sé;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
12/11/2017;01/10/2018;10;Masculino;30 a 39 anos;Angola;Cangaíba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
17/10/2017;03/10/2018;11;Masculino;18 a 29 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
20/02/2016;03/10/2018;31;Feminino;0 a 11 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
20/02/2016;03/10/2018;31;Masculino;0 a 11 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
20/02/2016;03/10/2018;31;Masculino;0 a 11 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
20/02/2016;03/10/2018;31;Masculino;0 a 11 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
13/02/2016;04/10/2018;31;Masculino;18 a 29 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Divulgação (folhetos, internet, etc.);Regularização migratória
01/02/2018;04/10/2018;8;Feminino;0 a 11 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino fundamental incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
01/02/2018;04/10/2018;8;Feminino;0 a 11 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino fundamental incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
23/10/2017;04/10/2018;11;Feminino;18 a 29 anos;Angola;Vila Matilde;leste;Centro de Acolhida;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
03/12/2017;04/10/2018;10;Masculino;30 a 39 anos;Angola;Ipiranga;sul;Centro de Acolhida;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
09/05/2016;05/10/2018;28;Masculino;18 a 29 anos;Angola;Santana;norte;Ocupação;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Divulgação (folhetos, internet, etc.);Demandas diversas
25/05/2017;05/10/2018;16;Feminino;18 a 29 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Documentos
05/08/2015;08/10/2018;38;Masculino;30 a 39 anos;Angola;José Bonifácio;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador informal ou ambulante;Amigos ou parentes;Documentos
12/11/2016;08/10/2018;22;Feminino;12 a 17 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
12/11/2016;08/10/2018;22;Masculino;0 a 11 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
12/11/2016;08/10/2018;22;Masculino;12 a 17 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
25/06/2016;08/10/2018;27;Feminino;30 a 39 anos;Angola;Penha;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
11/10/2013;09/10/2018;59;Masculino;30 a 39 anos;Angola;Outro Município;Outro Município;Casa de parente ou amigo;Campinas;Preta;Ensino superior incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Vaga em Centro de Acolhida
01/10/2015;09/10/2018;36;Masculino;40 a 49 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Documentos
29/01/2016;09/10/2018;32;Masculino;18 a 29 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
15/03/2016;09/10/2018;30;Feminino;18 a 29 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
15/03/2013;10/10/2018;66;Masculino;18 a 29 anos;Angola;Bela Vista;centro;Casa de parente ou amigo;Guarulhos;Preta;Ensino superior incompleto;Visto temporário;Desempregado;Amigos ou parentes;Regularização migratória
07/08/2015;10/10/2018;38;Feminino;40 a 49 anos;Angola;Santana;norte;Ocupação;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Demandas diversas
30/08/2015;11/10/2018;37;Feminino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
07/10/2018;11/10/2018;0;Masculino;30 a 39 anos;Angola;Liberdade;centro;Centro de Acolhida;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Instituições ou organizações;Regularização migratória
17/07/2013;15/10/2018;62;Masculino;18 a 29 anos;Angola;Moóca;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
18/07/2016;16/10/2018;26;Masculino;18 a 29 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Documentos
08/11/2015;16/10/2018;35;Feminino;40 a 49 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
29/08/2016;16/10/2018;25;Masculino;50 a 59 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
09/10/2017;17/10/2018;12;Masculino;18 a 29 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
08/01/2015;17/10/2018;45;Feminino;30 a 39 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
26/02/2015;17/10/2018;43;Masculino;18 a 29 anos;Angola;Guaianases;leste;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino superior incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Orientação jurídica
30/05/2017;19/10/2018;16;Masculino;18 a 29 anos;Angola;Santana;norte;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Vaga em Centro de Acolhida
06/04/2017;19/10/2018;18;Masculino;18 a 29 anos;Angola;Liberdade;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Divulgação (folhetos, internet, etc.);Regularização migratória
27/03/2017;19/10/2018;18;Masculino;30 a 39 anos;Angola;Itaquera;leste;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Outros;Regularização migratória
20/02/2016;22/10/2018;32;Masculino;18 a 29 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
30/01/2016;22/10/2018;32;Feminino;30 a 39 anos;Angola;Jardim São Luís;sul;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
10/11/2014;22/10/2018;47;Masculino;40 a 49 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
